Time,Stockprice,Maxsell,Minsell,Maxbuy,Minbuy
35,11.741270230432646,11.741270230432646,11.741270230432646,11.741270230432646,11.741270230432646
36,11.691756323015586,11.691756323015586,11.691756323015586,11.691756323015586,11.691756323015586
37,11.558453508973118,11.558453508973118,11.558453508973118,11.558453508973118,11.558453508973118
38,11.665955102196524,11.665955102196524,11.665955102196524,11.665955102196524,11.665955102196524
39,11.3941574774409,11.3941574774409,11.3941574774409,11.3941574774409,11.3941574774409
40,11.240099023596418,11.240099023596418,11.240099023596418,11.240099023596418,11.240099023596418
41,11.313888415363975,11.313888415363975,11.313888415363975,11.313888415363975,11.313888415363975
42,11.254137241007406,11.254137241007406,11.254137241007406,11.254137241007406,11.254137241007406
43,11.169767755051195,11.169767755051195,11.169767755051195,11.169767755051195,11.169767755051195
44,11.151273858237197,11.151273858237197,11.151273858237197,11.151273858237197,11.151273858237197
45,11.302320929257556,11.302320929257556,11.302320929257556,11.302320929257556,11.302320929257556
46,11.375232535761489,11.375232535761489,11.375232535761489,11.375232535761489,11.375232535761489
47,11.445572213940371,11.445572213940371,11.445572213940371,11.445572213940371,11.445572213940371
48,11.754887524268971,11.754887524268971,11.754887524268971,11.754887524268971,11.754887524268971
49,11.748493108849646,11.748493108849646,11.748493108849646,11.748493108849646,11.748493108849646
50,11.659746828271137,11.659746828271137,11.659746828271137,11.659746828271137,11.659746828271137
51,11.64316939514195,11.64316939514195,11.64316939514195,11.64316939514195,11.64316939514195
52,11.702657433495586,11.702657433495586,11.702657433495586,11.702657433495586,11.702657433495586
53,11.74578741378158,11.74578741378158,11.74578741378158,11.74578741378158,11.74578741378158
54,11.734272917079638,11.734272917079638,11.734272917079638,11.734272917079638,11.734272917079638
55,11.749685691626064,11.749685691626064,11.749685691626064,11.749685691626064,11.749685691626064
56,12.035624637061224,12.035624637061224,12.035624637061224,12.035624637061224,12.035624637061224
57,12.54413934735233,12.54413934735233,12.54413934735233,12.54413934735233,12.54413934735233
58,12.123285938515748,12.123285938515748,12.123285938515748,12.123285938515748,12.123285938515748
59,12.17318235586741,12.17318235586741,12.17318235586741,12.17318235586741,12.17318235586741
60,12.391262913739268,12.391262913739268,12.391262913739268,12.391262913739268,12.391262913739268
61,12.638650845083172,12.638650845083172,12.638650845083172,12.638650845083172,12.638650845083172
62,12.727778958536375,12.727778958536375,12.727778958536375,12.727778958536375,12.727778958536375
63,12.724327700742709,12.724327700742709,12.724327700742709,12.724327700742709,12.724327700742709
64,12.744138357534002,12.744138357534002,12.744138357534002,12.744138357534002,12.744138357534002
65,13.051882035812831,13.051882035812831,13.051882035812831,13.051882035812831,13.051882035812831
66,13.017799016124629,13.017799016124629,13.017799016124629,13.017799016124629,13.017799016124629
67,13.19184832511774,13.19184832511774,13.19184832511774,13.19184832511774,13.19184832511774
68,13.26925481619649,13.26925481619649,13.26925481619649,13.26925481619649,13.26925481619649
69,13.038600944973867,13.038600944973867,13.038600944973867,13.038600944973867,13.038600944973867
70,13.086841640035054,13.086841640035054,13.086841640035054,13.086841640035054,13.086841640035054
71,12.971989326540145,12.971989326540145,12.971989326540145,12.971989326540145,12.971989326540145
72,12.897773709213382,12.897773709213382,12.897773709213382,12.897773709213382,12.897773709213382
73,12.778485607609607,12.778485607609607,12.778485607609607,12.778485607609607,12.778485607609607
74,12.902018798791863,12.902018798791863,12.902018798791863,12.902018798791863,12.902018798791863
75,13.078416450158786,13.078416450158786,13.078416450158786,13.078416450158786,13.078416450158786
76,13.081075663848555,13.081075663848555,13.081075663848555,13.081075663848555,13.081075663848555
77,12.86354422665741,12.86354422665741,12.86354422665741,12.86354422665741,12.86354422665741
78,12.543351261385732,12.543351261385732,12.543351261385732,12.543351261385732,12.543351261385732
79,12.69676429147715,12.69676429147715,12.69676429147715,12.69676429147715,12.69676429147715
80,12.76854533159564,12.76854533159564,12.76854533159564,12.76854533159564,12.76854533159564
81,12.922016013164642,12.922016013164642,12.922016013164642,12.922016013164642,12.922016013164642
82,13.282775837631682,13.282775837631682,13.282775837631682,13.282775837631682,13.282775837631682
83,13.587441567312307,13.587441567312307,13.587441567312307,13.587441567312307,13.587441567312307
84,13.469599762954159,13.469599762954159,13.469599762954159,13.469599762954159,13.469599762954159
85,13.540525521142635,13.540525521142635,13.540525521142635,13.540525521142635,13.540525521142635
86,13.518687336227504,13.518687336227504,13.518687336227504,13.518687336227504,13.518687336227504
87,13.56173583569017,13.56173583569017,13.56173583569017,13.56173583569017,13.56173583569017
88,13.41404719071076,13.41404719071076,13.41404719071076,13.41404719071076,13.41404719071076
89,13.405593567884225,13.405593567884225,13.405593567884225,13.405593567884225,13.405593567884225
90,13.246981602230093,13.246981602230093,13.246981602230093,13.246981602230093,13.246981602230093
91,13.265341287351228,13.265341287351228,13.265341287351228,13.265341287351228,13.265341287351228
92,13.249530444328645,13.249530444328645,13.249530444328645,13.249530444328645,13.249530444328645
93,13.336919457794657,13.336919457794657,13.336919457794657,13.336919457794657,13.336919457794657
94,13.386860537976482,13.386860537976482,13.386860537976482,13.386860537976482,13.386860537976482
95,13.60216389241188,13.60216389241188,13.60216389241188,13.60216389241188,13.60216389241188
96,13.464817167917971,13.464817167917971,13.464817167917971,13.464817167917971,13.464817167917971
97,13.483555195864556,13.483555195864556,13.483555195864556,13.483555195864556,13.483555195864556
98,13.872034433007672,13.872034433007672,13.872034433007672,13.872034433007672,13.872034433007672
99,13.640814069072395,13.640814069072395,13.640814069072395,13.640814069072395,13.640814069072395
100,13.762734357105233,13.762734357105233,13.762734357105233,13.762734357105233,13.762734357105233
101,13.587561328770175,16.528156915037616,11.861829701547077,15.583422776840209,8.762734357105233
102,13.750760813311903,16.231838069763423,12.712785648961507,14.918599513983859,8.587561328770175
103,13.61143491939264,16.08001257250989,12.323393176449569,14.723047559144309,8.750760813311903
104,13.303761363957195,16.40305617496929,11.674729062987732,15.02070812413918,8.61143491939264
105,13.245394157202918,16.192165808785354,11.710348885661938,15.189962727086858,8.303761363957195
106,12.894962736190223,16.233577376325464,11.294882915833975,14.517213072302852,8.245394157202918
107,12.859469490862855,15.730692957090156,11.129478366629451,13.755644584252899,7.894962736190223
108,13.064093240043208,15.680880848051697,11.626125905414016,14.519077453461058,7.859469490862855
109,12.922578803744374,15.410286922882321,11.789820176848679,14.429892420982508,8.064093240043208
110,12.553900249090242,15.675432589564462,11.064388629478993,13.5824427063767,7.922578803744374
111,12.609513260033156,15.332708601993055,10.563603916451205,14.079192408987392,7.553900249090242
112,12.552571734387167,14.351599594753402,10.714759389624641,14.103875010604863,7.609513260033156
113,12.815668932135619,14.868848926798522,10.584042396602703,14.292958092159513,7.552571734387167
114,12.821050471681218,15.360452390422058,10.999869443191216,14.295530846156506,7.815668932135619
115,12.262573116666903,15.617631944603422,11.038204206896612,13.411778591085431,7.821050471681218
116,12.44188016505571,14.722740299048926,10.473372666155079,13.990347097218146,7.262573116666903
117,12.095106895110467,15.376797037661204,10.755942917580834,13.97025996991326,7.441880165055711
118,12.231801584246476,15.03742733185129,10.638451675871238,13.11413025507713,7.095106895110467
119,12.123947052694223,14.678966470028278,10.361517614994353,13.214644777522771,7.231801584246476
120,12.058232496359592,14.20806722769669,10.673957749719033,13.121688421711362,7.1239470526942235
121,11.77669499753215,15.054734754020409,10.487950052698682,13.028819597383748,7.058232496359592
122,12.076377131665788,14.653326492707919,11.03040138994673,13.68855716331891,6.77669499753215
123,11.746008451138271,14.542013853741722,10.095462571514942,12.952833931960582,7.076377131665788
124,11.522112125366753,14.32281278856354,10.370541083905472,12.304271659945892,6.746008451138271
125,11.278889018256638,13.516210686003713,10.009354677709872,12.161023361443934,6.522112125366753
126,11.300526700040635,13.284711567384146,9.519999674446858,12.87490767429505,6.278889018256638
127,11.434060521124412,13.28781683924596,9.385553351667022,13.077593914402904,6.300526700040635
128,11.347844522190904,13.571347104982458,9.757818818204143,12.717857347130012,6.434060521124412
129,11.46522393122747,13.050723339218434,9.354414881845404,13.328338974416404,6.347844522190904
130,11.67095759274567,14.37200222270491,9.720251956469411,12.670198040748318,6.46522393122747
131,11.375719880890777,13.13158898121054,9.789321832848803,13.433126432926734,6.670957592745671
132,11.374952640450461,14.153556859933664,9.479763277312667,13.796088474874058,6.375719880890777
133,11.331602386536858,14.104119828353651,9.578418072285078,14.07174662553689,6.374952640450461
134,11.429360327993527,14.171848526182792,9.636309983583052,13.408574964767265,6.331602386536858
135,11.367406502487748,14.285753325062188,10.403033096527684,12.052744966060983,6.4293603279935265
136,11.454037068918788,13.673372642225322,10.235071371304013,13.049337898237582,6.367406502487748
137,11.315133680889845,14.395611246734349,10.203845466096862,12.349825280539145,6.4540370689187885
138,11.392779713503913,13.92846724068754,9.506805475858407,12.147844986213096,6.315133680889845
139,11.501258281657819,13.90773582653811,10.263768647225046,13.255626570933183,6.392779713503913
140,11.51417766834172,14.144560085911495,10.253742423458597,13.163829490244362,6.501258281657819
141,11.323582477984882,14.450858458621301,9.805836697275932,12.585293169979005,6.51417766834172
142,11.203592841835468,13.824834272304434,9.79566240492351,12.791567684096805,6.323582477984882
143,11.24438723420262,14.072068757530023,9.358009368773175,13.151012971935259,6.2035928418354676
144,11.358489906170632,14.018970871839338,10.63665680353281,12.45583539309244,6.24438723420262
145,11.340089714995818,14.20207235106114,9.8157972442179,12.619550767617675,6.358489906170632
146,11.068736432684505,14.009552784773952,9.532896458853724,13.258278095234957,6.340089714995818
147,11.11939124266106,13.650225162163474,9.134140710392234,12.607441394592737,6.068736432684505
148,10.895828593468067,13.024386721534022,9.212473149713642,12.31572844325264,6.1193912426610595
149,10.793732819604465,13.311845254093472,9.366837306153192,12.822620937083094,5.895828593468067
150,11.15224621209655,13.111603842076413,9.640867121905096,12.780443531036386,5.793732819604465
151,10.858585474977117,13.876920618238891,9.308317098477353,13.191742893085118,6.15224621209655
152,11.033765169148953,13.836805315374939,9.066853699754532,12.697603002900546,5.858585474977117
153,10.691612816184112,14.01461002671884,9.096892447477618,11.910017092921432,6.033765169148953
154,10.550062089889794,13.68598870461161,9.06885330249587,13.072358926598664,5.6916128161841115
155,10.578436202472577,13.407139806691049,9.497243729564556,11.171286266323706,5.550062089889794
156,10.651297555553114,13.067269956849332,9.33956854578987,13.343948671953553,5.578436202472577
157,10.661290016572213,13.521700421412044,9.495592165832182,11.79227914435728,5.651297555553114
158,10.477609940239343,12.787009621270931,8.66966694275466,11.893518696708881,5.661290016572213
159,10.140533108014482,13.228164322471159,8.53690848931902,12.127064660214714,5.4776099402393434
160,10.532313556284095,12.775161511009895,8.286676459015155,12.776176990364412,5.140533108014482
161,10.439139931550578,12.504246995036315,8.810379462370063,11.221752434609392,5.532313556284095
162,10.221141831643836,12.940853745946024,8.700691548461227,11.700555966702186,5.439139931550578
163,10.231179278262593,13.07046424765137,8.285893730154147,11.336083546106297,5.221141831643836
164,10.13915243729777,13.1472921332108,8.558583465516437,11.828214879197938,5.2311792782625925
165,10.073173856472208,12.707923637099322,8.271638611185793,11.269416047729676,5.139152437297771
166,9.916191395625768,12.881100606935563,8.091669857837687,10.946603067999401,5.0731738564722075
167,10.074587519717763,12.022898939349558,8.108905839618194,11.61242926245045,4.916191395625768
168,9.858754674911372,12.074638226061131,8.1650529859176,12.347557928117475,5.074587519717763
169,9.78979155021735,12.645213972280242,7.981504518696687,11.75929030621063,4.858754674911372
170,9.453472344874825,12.55276259631059,7.987787731260516,11.176868303937768,4.78979155021735
171,9.195371489914052,12.37714294593534,7.654383189433599,10.705189170148786,4.453472344874825
172,9.617385547152029,14.195371489914052,8.583774978386137,10.39669849266328,6.229427038247389
173,9.887791125667807,14.617385547152029,8.295104772772351,11.609209016679555,7.575252861643403
174,10.323764550118877,14.887791125667807,8.103905480163306,12.411887440137411,7.549230919346076
175,10.03467930266764,15.323764550118877,8.29644470952445,12.162333516333039,8.373293485262012
176,9.97470146866827,15.03467930266764,8.505860460401042,11.501685021030555,7.728526682613055
177,10.31373879164531,14.97470146866827,9.555234766449601,11.37221699070161,7.273708475301579
178,10.186575761359451,15.31373879164531,8.62702006603125,11.509217564224738,7.471982712055235
179,10.514872515515716,15.186575761359451,8.301952805115578,12.644909631009039,6.7235544734554855
180,10.72717526919344,15.514872515515716,9.324219010038185,12.242819822814552,8.64946350929053
181,10.727617922791321,15.72717526919344,9.685218550456167,12.637189934551872,8.561416197995346
182,10.871260982040967,15.727617922791321,9.707719805824237,12.638849270163217,7.871609632488756
183,10.840246946004312,15.871260982040967,9.280300485553097,12.818093379968081,8.19575238821825
184,10.864643251412165,15.840246946004312,9.054503110540614,12.520348239469975,8.496237349583094
185,11.011964652027531,15.864643251412165,8.907607914696406,12.738419645848925,8.420475718355778
186,10.770265238993353,16.01196465202753,8.857267788846436,12.7050233187462,8.211746160984983
187,10.480431952887354,15.770265238993353,8.690819162926255,12.305914107709764,8.006334554274424
188,10.344517367948749,15.480431952887354,9.30966186358675,12.462455491225478,7.674242635827208
189,10.518374101013237,15.344517367948749,8.597750092697995,11.980653670604303,7.530202226266302
190,10.484123139327544,15.518374101013237,9.179475791344528,12.467485470340847,7.733582832003123
191,10.428557203904866,15.484123139327544,9.471979944188517,11.445053758005155,7.59438429350142
192,10.408375070855495,15.428557203904866,8.37338513800693,11.887178641729388,8.113728445281783
193,10.610453773054035,15.408375070855495,9.000393980480041,12.001182746698827,7.434106556404007
194,10.706524584566182,15.610453773054035,9.031338114574176,11.680783497813135,7.766760216600715
195,10.862777160378561,15.706524584566182,9.823084760958263,11.891418986253242,8.17364292677112
196,10.758064293571612,15.862777160378561,9.659571999334906,12.04884311270807,8.680139845338116
197,10.799231394882323,15.758064293571612,9.032840878579677,11.968312703754155,8.61134582158529
198,10.890990133883506,15.799231394882323,9.531298593107321,12.353606972031399,8.762462621660198
199,10.979002148623106,15.890990133883506,9.050080301042597,13.07040681676309,7.942634084688645
200,10.572624680649673,15.979002148623106,9.136689092828554,11.613677350531182,8.23307902200247
201,10.896152229218597,15.572624680649673,9.926455664800413,11.711339705350568,8.017648095711172
202,10.984369766456982,15.896152229218597,9.904633899232238,12.823419171548526,8.524744124619817
203,10.909280852344002,15.984369766456982,9.017407008665739,12.559983960509049,8.220265587398247
204,11.072653342695444,15.909280852344002,9.403686401176016,12.724810476841444,8.267203559248607
205,11.047701915335303,16.072653342695446,9.073810465047824,12.846713068872818,8.180567228444168
206,11.038562221808546,16.047701915335303,9.65909965340704,12.88282745416667,9.093249271458067
207,11.189090924857153,16.038562221808547,9.198009465802425,12.977798509216305,9.227287012677158
208,11.066959341549092,16.189090924857155,9.215014975052197,12.961020236852296,8.509501103840291
209,11.245659544074512,16.066959341549094,9.097765591468159,12.988796637877028,8.249954102455602
210,10.909339788735092,16.245659544074513,9.792806101046349,12.61433593577188,8.354989183496777
211,10.855473251732839,15.909339788735092,10.228756546318355,12.00608197745629,8.179943668605771
212,10.928337078976574,15.855473251732839,9.666123806452951,12.434810564629306,8.252746736770092
213,10.811928720665714,15.928337078976574,9.686727230353881,11.77444293374459,8.933254379080882
214,10.614605235824078,15.811928720665714,9.287633484468515,12.746406207266016,9.188688453229737
215,10.74602960637807,15.614605235824078,8.361537971311016,12.367571823707902,9.14685533007031
216,10.505498298560756,15.74602960637807,9.091412363394614,12.60174061345786,7.773707708718953
217,10.7438158326798,15.505498298560756,8.579916979440865,12.313136703191196,7.665483345785836
218,10.796064321800023,15.7438158326798,8.960353851867783,12.2618619182363,8.693539390803634
219,11.047994517843904,15.796064321800023,8.842488308556046,12.792630020795961,8.94638825981419
220,10.979806288623793,16.047994517843904,9.770373669876488,12.683503085824992,8.087998998853337
221,10.68199306640363,15.979806288623793,8.877382817744564,12.575538518430555,8.019889514322804
222,11.237444607862075,15.68199306640363,10.19732000777698,12.659032162232446,8.853150504155746
223,11.174867640938619,16.237444607862074,9.430444182418729,12.430688809420934,8.832896721961607
224,11.238589263775921,16.17486764093862,9.551883335212006,12.624424164097276,8.279108786057705
225,11.074938597606614,16.23858926377592,9.61756146151318,12.829803758863864,8.301063412622034
226,11.068220729996522,16.074938597606614,9.265196492958838,12.56024715712001,8.862040172132883
227,11.272376141580049,16.068220729996522,10.45222072748429,12.748403926357568,8.311888538108722
228,11.46018701196,16.272376141580047,10.426715293767295,12.904135108343738,8.894066827620563
229,11.496198551970227,16.460187011960002,10.422705419519032,13.19986756317866,10.021431610484267
230,11.660927872428232,16.496198551970227,10.786161008704829,13.213825820120826,8.724806358965004
231,11.862760719886875,16.660927872428232,10.633171635563247,13.575889872857346,8.956698922144177
232,11.971059731862068,16.862760719886875,10.014376955534223,13.50038866544481,9.941212135081201
233,11.76150177179025,16.97105973186207,10.000491815538046,13.76681668252447,9.7783265424594
234,12.016650033463582,16.76150177179025,10.246351659052554,13.732025543677972,10.888313473912829
235,12.081022897694758,17.016650033463584,10.595973525112157,13.895612697432684,9.152625406849541
236,12.154790724464748,17.08102289769476,10.628074279832258,13.840491049123742,9.345526772078074
237,12.189830836397782,17.154790724464746,10.503655176678278,14.14182288086919,9.391531720516529
238,12.071687831867862,17.189830836397782,10.863499339286243,13.856544790317184,9.295667450714753
239,12.341311659419478,17.071687831867862,11.515346246001087,13.792700807054251,9.364477142897107
240,12.81579334577741,17.34131165941948,11.845873559833475,14.065802177015922,9.35208566363383
241,12.96615534627,17.815793345777408,11.765475959649228,14.411983046129315,9.851334149642412
242,12.613653600808417,17.96615534627,11.810605771633323,14.636508425267303,10.313075042530631
243,12.793784660812127,17.61365360080842,10.823636103348646,14.160366216132322,9.917191068199529
244,12.829374758841114,17.79378466081213,10.964303011522794,14.132497875113447,10.416947601127921
245,12.681470994065592,17.829374758841112,11.368254419734901,14.697693671733598,9.865527855264169
246,12.823878328762056,17.68147099406559,11.608879841985901,14.573292699177255,10.562161609410817
247,12.788787540781446,17.823878328762056,11.105271127666212,13.990558471073932,10.019612809992156
248,12.90339503290322,17.788787540781446,12.186426148937748,13.934181903325475,10.515570642583974
249,12.620384619487421,17.90339503290322,11.366537791062841,13.993200593808762,10.099735714479051
250,12.900851780860249,17.62038461948742,11.272667277998416,14.309959968275962,9.871782672195332
251,12.878043687043565,17.90085178086025,11.061909347056798,14.499579925494665,9.93495487226476
252,12.557393585179682,17.878043687043565,10.808424137770684,14.731298643799562,10.640649701411096
253,12.783120203861483,17.557393585179682,11.185865666929395,14.322143457714214,9.800620892587096
254,12.791478641255202,17.783120203861483,11.069033124686685,14.492951526011677,10.30705893091383
255,12.648690608964372,17.791478641255203,11.554955305283947,14.024092888199188,10.229453613720253
256,12.873705647518255,17.648690608964372,11.514431391836697,14.207839604186113,9.971803352966642
257,13.259942855672767,17.873705647518257,12.556370925940337,14.873429321286746,11.072223048734182
258,13.012480335834901,18.25994285567277,11.260597190406312,14.884260827472506,10.715358527899948
259,13.025863969583918,18.0124803358349,11.399623761708682,14.51471775744493,10.387179852574892
260,13.005540130777765,18.025863969583916,11.979255004972394,14.823122864737618,10.53266999540027
261,12.993185899512882,18.005540130777767,11.040526345529312,14.751829131292093,9.87807964253079
262,13.164832363470097,17.99318589951288,11.549621804421335,14.883180177608606,10.10535915530057
263,12.88628709377461,18.164832363470097,10.752703377333477,14.94406851855097,10.62099025096631
264,12.865532792740304,17.886287093774612,11.828059800532706,14.084013240168805,9.98782042715806
265,12.893844228268867,17.865532792740304,11.226441953756886,14.510164106255434,11.275312148461833
266,12.818722929817573,17.89384422826887,11.553097091384952,14.205622088158941,10.237201376719137
267,12.801513205869943,17.818722929817575,11.041327064547657,14.808066001837926,10.100331273873731
268,12.800416635735393,17.801513205869945,11.72001284388422,14.313055926217311,9.981900025446723
269,13.030079658291736,17.800416635735395,10.92555216462965,14.48476722612913,10.100400269389448
270,13.202924179668809,18.030079658291736,11.738788479177868,15.003248314811236,10.25901074277215
271,12.951067725548713,18.20292417966881,11.60085541714487,15.04476009648554,10.6687518782456
272,12.596158411509416,17.95106772554871,10.779554820450768,14.60886811500725,10.010180427759224
273,13.051426330334644,17.596158411509414,12.210252496998518,14.524980226311389,9.843734022077879
274,13.554726213760775,18.051426330334643,11.755217709302462,14.955818573418307,10.671310273809986
275,13.417784981488635,18.554726213760773,12.426955851160466,15.09675446493132,10.727029020263274
276,13.606160522677499,18.417784981488637,11.895139882661084,15.226882532555749,10.464336344775441
277,13.49207194429208,18.6061605226775,11.641162737204311,15.327431757998248,10.689406764144822
278,13.624369487375471,18.49207194429208,12.565866975245743,14.76411381736502,10.227005647997444
279,13.766110636201269,18.62436948737547,12.897735890837923,14.99526360123521,11.369401415058206
280,13.70728148690028,18.76611063620127,11.776449545729283,15.605841097208792,10.99890810665704
281,13.553131872487238,18.70728148690028,11.879762213421504,14.722200107846824,10.756426223682965
282,13.43719861038466,18.55313187248724,11.555581320860622,15.403900422510489,11.211901576095428
283,13.747264322649931,18.437198610384662,12.778101083195306,14.73317458574202,11.568516273091884
284,13.562963290465305,18.747264322649933,11.554585436775806,14.820587409697154,10.762107426985779
285,14.1194069710068,18.562963290465305,13.209406593053028,15.468846822570862,10.636400122982781
286,14.41461888142561,19.1194069710068,13.071383831628365,15.85043714340641,11.223573368980363
287,14.386981917068884,19.41461888142561,13.25596028279649,16.368958899800326,11.894015798801119
288,14.387983608716423,19.386981917068884,13.07765295233203,16.178607947527425,12.871360342579235
289,14.296182352226708,19.387983608716425,13.07904366003551,15.81900954719623,12.002250385344883
290,14.640025281024897,19.296182352226708,13.213016147958923,16.267512543528742,11.915370730909615
291,14.695976203453522,19.640025281024897,13.350609672305673,16.191343579762627,12.490800748995323
292,14.451038665515236,19.695976203453522,12.773009583574513,16.364592370876498,12.901676082505778
293,14.59195295011929,19.451038665515235,12.975360599867749,16.33973798790441,11.623670220953983
294,14.48281899189939,19.591952950119293,13.13873889190416,15.405882601660824,11.950411447084454
295,14.804028537797043,19.48281899189939,12.514303311604879,16.43929166488208,11.588263082474839
296,14.365359029927609,19.804028537797045,13.310671579389133,15.877192285044092,12.244808389883149
297,14.431837561968997,19.36535902992761,13.224719388404674,16.10881228517996,12.207952640756021
298,14.963881325993807,19.431837561968997,13.580761943753664,15.989341299273466,11.513584917417244
299,14.523049812463292,19.963881325993807,13.147336988675718,16.133119187811523,11.724636034677285
300,14.428494515462658,19.52304981246329,12.799655211354086,15.784318524280716,11.810003453114263
301,14.276520298405748,19.42849451546266,12.66873138193047,16.173648723690167,11.384844451924751
302,14.421426019386464,19.27652029840575,13.293158694768724,16.26422840035266,11.46535156482533
303,14.44606461784877,19.421426019386466,12.64566598777704,15.907967814194798,11.562140484348733
304,14.818255659517677,19.44606461784877,12.497170598560086,16.256679964356525,11.537603884793977
305,14.687147148684291,19.818255659517675,13.144126253764847,16.582147940901688,12.342784584288149
306,15.128575103384945,19.68714714868429,12.880470816511806,16.388288521292665,11.949607008650815
307,14.957321613287913,20.128575103384946,13.398136577835716,16.764662671747857,12.295603098895537
308,15.178535102088789,19.957321613287913,13.197391088609526,16.5144714121385,13.162955778608413
309,14.760438873948521,20.178535102088787,13.240170555650657,16.732637398176326,12.288133230597678
310,14.728337130694182,17.440548267048534,13.29319505712266,16.516462486320755,9.760438873948521
311,14.813350126186062,17.578046240899827,13.55810907159159,15.749748353579596,9.728337130694182
312,14.514011311608218,17.063092198886196,12.873942363461483,16.474110822620947,9.813350126186062
313,14.663194190030396,17.34414346162294,13.167201949003822,16.467818743772384,9.514011311608218
314,14.496886729523709,17.164019028189674,12.273571745334209,16.40529150386814,9.663194190030396
315,14.525597627769331,16.88525341318883,12.476028956742963,16.196715711258268,9.496886729523709
316,14.181527129502047,16.7037655465461,12.641480251051938,15.686900969671193,9.525597627769331
317,13.900898063255536,16.58942931024486,12.680200547264308,15.217971560931005,9.181527129502047
318,13.993626892279485,16.559561252949496,12.816983001444072,15.392949717270781,8.900898063255536
319,13.348051538691152,16.856746549248786,12.115821263398397,15.005243941983858,8.993626892279485
320,13.358175599052073,15.556550025653237,12.11797325014351,15.126513416656909,8.348051538691152
321,13.327784887039899,16.253314173685567,11.688643846975125,14.791136719573688,8.358175599052073
322,13.450775559460595,16.049067212756498,11.78781969446623,14.352836870008922,8.327784887039899
323,13.269840819470454,16.106011420541243,11.765583890616995,14.834984599127846,8.450775559460595
324,13.341128964139743,16.023279455329792,11.4975539436376,15.050387173071618,8.269840819470454
325,13.491421201603554,15.898027172937985,11.856673892677938,15.256709950542794,8.341128964139743
326,13.416377123068349,16.03027737633948,11.629682449048328,14.349637079988884,8.491421201603554
327,14.076797995167192,15.905805716520957,12.258862003129607,15.687671849611965,8.416377123068349
328,14.356643504779075,16.923516647010487,12.256433612857139,15.898739588433187,9.076797995167192
329,14.06818456995689,17.31234562245253,12.191162120595951,15.934110762860334,9.356643504779075
330,13.935152108206404,15.809781411625323,12.362676716922195,15.776954911273991,9.06818456995689
331,14.112259756894598,16.51134769667518,12.097568996635298,15.664661981228218,8.935152108206404
